sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves
209612,U. Germano,Umberto Germano,22,22/04/1992,175,73,Italy,FC Pro Vercelli 1892,55,62,0,0,Right,1,3,3
210867,T. Tzandaris,Theofanis Tzandaris,21,13/06/1993,172,70,Greece,PAOK,55,62,0,0,Left,1,3,2
212735,E. Basilio,Enzo Basilio,19,03/10/1994,180,75,France,Dijon FCO,55,62,0,0,Right,1,3,1
212753,S. Mauk,Stefan Mauk,18,12/10/1995,176,69,Australia,Melbourne City FC,55,62,0,0,Right,1,3,2
212914,Kim Kyung Min,김경민 金坤明,23,15/08/1990,184,80,Korea Republic,Sangju Sangmu FC,55,62,0,0,Right,1,3,2
213732,A. Selikhov,Aleksandr Selikhov,20,07/04/1994,190,80,Russia,Amkar Perm,55,62,0,0,Right,1,3,1
213835,J. Gammelby,Jens-Martin Gammelby,19,05/02/1995,191,75,Denmark,Silkeborg IF,55,62,0,0,Right,1,3,2
214344,R. Herrera,Ronald Rafael Herrera Polo,21,20/05/1993,171,67,Colombia,Junior FC,55,62,0,0,Right,1,3,2
216110,D. Kudła,Dawid Kudła,22,21/03/1992,189,84,Poland,Pogoń Szczecin,55,62,0,0,Right,1,1,1
216206,B. Rahhaoui,Badr Rahhaoui,16,07/08/1997,182,73,Norway,Sarpsborg 08 FF,55,62,0,0,Right,1,3,2
219801,L. Bobe,Lucas Bobe,19,12/05/1995,185,80,France,Chamois Niortais Football Club,55,62,0,0,Right,1,2,1
220191,Marcelo,Marcelo Amado Djalo Taritolay,20,08/10/1993,193,86,Spain,Granada CF,55,62,0,0,Right,1,3,2
221603,R. Mukiibi,Ronald Brian Ddungu Mukiibi,22,16/09/1991,188,80,Sweden,BK Häcken,55,62,0,0,Right,1,4,2
222110,Kim Hak Chan,Hak Chan Kim,22,05/03/1992,183,75,Korea Republic,Ulsan Hyundai FC,55,62,0,0,Left,1,3,2
223011,F. Sollacaro,Francois-Joseph Sollacaro,20,21/03/1994,181,75,France,AC Ajaccio,55,62,0,0,Right,1,2,1
223534,C. Østergaard,Christoffer Østergaard,21,22/05/1993,183,75,Denmark,Hobro IK,55,62,0,0,Right,1,3,2
223651,K. Krottke,Kevin Krottke,19,26/03/1995,181,74,Germany,Hannover 96,55,62,0,0,Right,1,5,2
223902,T. Pett,Tom Pett,22,03/12/1991,173,70,England,Stevenage,55,62,0,0,Right,1,4,3
224144,Diego Aguirre,Diego Aguirre Parra,23,17/10/1990,170,75,Spain,CD Leganés,55,62,0,0,Left,1,3,3
224373,E. O'Connor,Emmett O'Connor,21,13/09/1992,175,71,Canada,Crawley Town,55,62,0,0,Right,1,3,3
224406,Antonio Romero,Antonio Romero Boza,18,12/10/1995,180,75,Spain,Sevilla FC,55,62,0,0,Right,1,3,2
224442,B. Kamara,Bingourou Kamara,17,21/10/1996,193,84,France,Tours FC,55,62,0,0,Right,1,2,1
224506,M. Šitum,Mario Šitum,22,04/04/1992,183,70,Croatia,Spezia,55,62,0,0,Right,1,3,3
225026,E. Björkander,Eric Björkander,18,11/06/1996,182,74,Sweden,Mjällby AIF,55,62,0,0,Right,1,2,2
225082,M. Dramé,Michailou Dramé,21,03/07/1992,178,75,Mali,Najran SC,55,62,0,0,Left,1,3,3
143749,O. Bayramoğlu,Onur Bayramoğlu,24,04/01/1990,187,77,Turkey,Eskişehirspor,55,61,0,0,Right,1,3,3
194850,D. Voynov,Denis Voynov,24,01/03/1990,180,73,Russia,Torpedo Moscow,55,61,0,0,Right,1,3,3
195480,C. McLaughlin,Conor McLaughlin,22,26/07/1991,183,71,Northern Ireland,Fleetwood Town,55,61,0,0,Right,1,3,2
200134,R. Benson,Robert Benson,22,07/05/1992,175,77,Republic of Ireland,UCD AFC,55,61,0,0,Left,1,3,3
203086,A. Vasiliev,Alexandr Vasiliev,22,23/01/1992,180,71,Russia,FC Ufa,55,61,0,0,Left,1,2,2
204095,R. Jackson,Ryan Jackson,23,31/07/1990,175,65,England,Newport County,55,61,0,0,Right,1,3,2
204364,C. Edwards,Cameron Edwards,22,27/03/1992,180,66,Australia,Perth Glory,55,61,0,0,Left,1,4,2
207539,Kim Dong Cheol,김동철 金董喆,23,01/10/1990,180,75,Korea Republic,Jeonnam Dragons,55,61,0,0,Right,1,4,2
208097,M. Tičinović,Mario Tičinović,22,20/08/1991,172,70,Croatia,FC Nordsjælland,55,61,0,0,Right,1,4,3
208214,T. Defourny,Théo Defourny,22,25/04/1992,194,85,Belgium,Olympique Lyonnais,55,61,0,0,Right,1,2,1
209155,T. Almeshauqeh,Thamer Al Meshauqeh,23,22/04/1991,169,62,Saudi Arabia,Al Taawoun,55,61,0,0,Right,1,4,2
209548,C. Brown,Connor Brown,22,02/10/1991,173,69,England,Oldham Athletic,55,61,0,0,Right,1,3,2
212952,N. Pierre,Nils Pierre,19,04/02/1995,180,70,Belgium,KV Oostende,55,61,0,0,Right,1,3,2
213967,C. Mafoumbi,Christoffer Mafoumbi,20,03/03/1994,196,80,France,Racing Club de Lens,55,61,0,0,Right,1,3,1
214906,A. Hughes,Andrew Hughes,22,05/06/1992,183,75,Wales,Newport County,55,61,0,0,Left,1,2,2
216169,A. Pagliaroli,Antonio Pagliaroli,19,20/05/1995,168,65,Italy,Latina,55,61,0,0,Right,1,2,3
216779,F. Ruberto,Francesco Ruberto,21,19/03/1993,184,75,Switzerland,FC Thun,55,61,0,0,Right,1,3,1
217796,F. Elgueta,Felipe Ernesto Elgueta Salgado,25,02/06/1989,169,71,Chile,CD Huachipato,55,61,0,0,Right,1,2,2
218246,S. Mendoza,Samuel Mendoza,21,06/02/1993,178,74,Chile,Santiago Wanderers,55,61,0,0,Right,1,2,2
220935,I. Torres,Ignacio Torres,20,01/11/1993,186,80,Argentina,Club Olimpo,55,61,0,0,Right,1,3,1
221313,E. Arango,Estéfano Arango González,20,18/01/1994,170,65,Colombia,Patriotas Boyacá FC,55,61,0,0,Right,1,2,2
222403,D. Edvardsen,Daniel Edvardsen,22,31/08/1991,182,80,Norway,FK Bodø/Glimt,55,61,0,0,Right,1,2,2
222459,L. Ferguson,Lewis Ferguson,17,16/07/1996,176,66,England,Doncaster Rovers,55,61,0,0,Right,1,3,2
222788,G. Castillo,Gustavo Castillo,19,29/11/1994,175,64,Mexico,Deportivo Toluca,55,61,0,0,Right,1,3,2
223131,I. Demir,İbrahim Demir,18,02/09/1995,189,89,Turkey,Trabzonspor,55,61,0,0,Right,1,2,1
223382,B. Khaernasov,Bulat Khaernasov,19,30/09/1994,170,64,Russia,FC Ufa,55,61,0,0,Right,1,1,2
223496,J. García,Juan García,22,09/10/1991,177,75,Argentina,Club Atlético Banfield,55,61,0,0,Right,1,2,2
224703,A. Oganesyan,Arsen Oganesyan,24,17/06/1990,183,74,Russia,FC Ural Yekaterinburg,55,61,0,0,Right,1,2,2
224721,C. Temel,Cantuğ Temel,20,10/06/1994,190,80,Turkey,Akhisar Belediyespor,55,61,0,0,Right,1,1,1
224741,A. Troshechkin,Aleksandr Troshechkin,18,23/04/1996,183,78,Russia,FC Rostov,55,61,0,0,Right,1,2,2
224976,S. Al Ghanim,Saleh Al Ghanim,19,28/09/1994,187,78,Saudi Arabia,Al Orobah,55,61,0,0,Right,1,2,2
225170,U. N'Nomo,Ulrich N'Nomo,18,18/02/1996,180,74,France,La Berrichonne de Châteauroux,55,61,0,0,Right,1,2,3
225174,D. Louisserre,Dylan Louisserre,19,02/02/1995,172,64,France,Le Havre AC,55,61,0,0,Right,1,2,2
225183,N. López,Nicolás López,20,18/03/1994,183,83,Argentina,Quilmes Atlético Club,55,61,0,0,Right,1,2,2
225481,M. Martusevich,Maksim Martusevich,19,07/03/1995,176,73,Russia,PFC CSKA Moscow,55,61,0,0,Right,1,2,2
172559,D. Høegh,Dennis Høegh,25,21/02/1989,183,75,Denmark,Hobro IK,55,60,0,0,Left,1,2,3
187760,R. Creevy,Robbie Creevy,24,24/08/1989,183,80,Republic of Ireland,UCD AFC,55,60,0,0,Right,1,3,2
191253,N. Burchert,Nico Burchert,27,24/06/1987,192,82,Germany,SC Paderborn 07,55,60,0,0,Right,1,3,1
193665,B. Büchel,Benjamin Büchel,24,04/07/1989,188,78,Liechtenstein,Bournemouth,55,60,0,0,Right,1,3,1
199480,P. O'Conor,Paul O'Conor,26,10/08/1987,185,80,Republic of Ireland,Sligo Rovers,55,60,0,0,Right,1,3,2
202128,N. Ralph,Nathan Ralph,21,14/02/1993,175,70,England,Yeovil Town,55,60,0,0,Right,1,3,2
202728,D. Bowles,Daniel Bowles,22,19/10/1991,189,84,Australia,Brisbane Roar,55,60,0,0,Right,1,2,2
204301,M. Rochester Sørensen,Marc  Rochester Sørensen,21,13/12/1992,179,76,Denmark,FC Vestsjælland,55,60,0,0,Right,1,4,3
206322,K. Spillane,Kalen Spillane,22,09/08/1991,190,85,Republic of Ireland,Sligo Rovers,55,60,0,0,Right,1,2,2
206369,E. Foley,Eric Foley,24,30/01/1990,177,73,Republic of Ireland,Athlone Town,55,60,0,0,Left,1,3,2
207886,A. Oggesen,Andreas Oggesen,20,18/03/1994,173,65,Denmark,SønderjyskE,55,60,0,0,Right,1,3,3
208071,Park Se Jik,박세직 Se Jik Park,25,25/05/1989,178,79,Korea Republic,Jeonbuk Hyundai Motors,55,60,0,0,Left,1,4,3
209024,A. Barry,Aaron Barry,21,24/11/1992,181,77,Republic of Ireland,Derry City,55,60,0,0,Right,1,4,2
209180,A. Al Anzi,Awad Al Anzi,25,15/10/1988,175,76,Saudi Arabia,Al Faisaly,55,60,0,0,Left,1,3,2
210272,M. Diarra,Mohammed Diarra,22,20/06/1992,182,71,Guinea,Odense Boldklub,55,60,0,0,Right,1,3,2
210808,S. Al Dossari,Sultan Al Dossari,23,27/08/1990,189,87,Saudi Arabia,Al Faisaly,55,60,0,0,Right,1,3,2
219337,J. Calle,Javier Calle Estrada,23,19/04/1991,176,66,Colombia,Independiente Medellín,55,60,0,0,Left,1,3,2
220057,H. Lennon,Harry Lennon,19,16/12/1994,190,77,England,Cambridge United,55,60,0,0,Left,1,3,2
220082,M. Fondy,Matthew Fondy,24,28/07/1989,185,84,United States,Chicago Fire,55,60,0,0,Right,1,2,3
220784,B. Powszuk,Bernard Powszuk,20,02/03/1994,180,80,Poland,Lechia Gdańsk,55,60,0,0,Right,1,3,2
221483,C. Pontoni,Camilo Ismael Pontoni Hueche,19,29/01/1995,180,72,Chile,CD Huachipato,55,60,0,0,Right,1,2,2
221594,L. Malagón,Luis Alejandro Malagón Liscano,23,20/03/1991,183,79,Colombia,Patriotas Boyacá FC,55,60,0,0,Right,1,2,2
221693,G. Van De Casteele,Grant Van De Casteele,23,10/05/1991,188,74,United States,Colorado Rapids,55,60,0,0,Right,1,2,2
221786,Bae Seung Jin,裴盛金,26,03/11/1987,182,74,Korea Republic,Incheon United FC,55,60,0,0,Right,1,3,2
223593,J. Correa,Javier Correa,21,23/10/1992,189,81,Argentina,Rosario Central,55,60,0,0,Right,1,4,2
223635,M. Taş,Mehmet Taş,23,20/03/1991,175,70,Turkey,Mersin İdman Yurdu,55,60,0,0,Right,1,4,2
223897,S. Beasant,Sam Beasant,26,08/04/1988,198,82,England,Stevenage,55,60,0,0,Left,1,4,1
224972,Imanol,Imanol Montoya,22,01/01/1992,180,75,Spain,CD Mirandés,55,60,0,0,Right,1,3,3
225465,J. Cabezas,Javier Cabezas,19,06/04/1995,185,80,Chile,Deportes Iquique,55,60,0,0,Right,1,2,2
225499,A. Al Ahsaei,Ali Al Ahsaei,25,01/09/1988,177,68,Saudi Arabia,Al Khaleej,55,60,0,0,Right,1,3,1
183229,J. Law,Josh Law,25,01/06/1989,173,70,England,Motherwell,55,59,0,0,Right,1,3,2
184418,J. Spoonley,Jacob Spoonley,27,03/03/1987,187,84,New Zealand,New Zealand,55,59,0,0,Right,1,1,1
190033,D. Webster,David Webster,24,09/08/1989,185,74,Republic of Ireland,Bray Wanderers,55,59,0,0,Right,1,3,2
192580,J. Kelly,Jake Kelly,24,18/06/1990,173,72,Republic of Ireland,Bray Wanderers,55,59,0,0,Left,1,2,3
198999,S. Gallagher,Sam Gallagher,23,05/05/1991,181,81,Australia,Newcastle Jets,55,59,0,0,Left,1,3,2
199047,D. Corcoran,Daniel Corcoran,25,13/02/1989,184,82,Republic of Ireland,Bohemian FC,55,59,0,0,Right,1,3,2
199139,S. Folan,Stephen Folan,22,14/01/1992,185,76,Republic of Ireland,Limerick FC,55,59,0,0,Right,1,3,2
206628,A. Calello,Adrián Calello,27,14/05/1987,178,80,Argentina,Catania,55,59,0,0,Right,1,3,2
209057,S. Al Yami,Sultan Al Yami,27,02/06/1987,176,63,Saudi Arabia,Al Shoulla,55,59,0,0,Left,1,4,2
211476,L. Rodrigues,Lenny Rodrigues,27,10/05/1987,185,65,India,India,55,59,0,0,Left,1,3,2
212799,Kim Bong Rae,김봉래 Bong Rae Kim,23,02/07/1990,178,65,Korea Republic,Jeju United FC,55,59,0,0,Right,1,3,2
214680,G. Gallon,Gauthier Gallon,21,23/04/1993,186,79,France,Nîmes Olympique,55,59,0,0,Right,1,3,1
215503,M. Medjelled,Maxence Medjelled,19,04/11/1994,180,75,France,AC Arles Avignon,55,59,0,0,Right,1,3,4
215669,J. Thomsen,Jonas Thomsen,23,05/02/1991,188,82,Denmark,FC Vestsjælland,55,59,0,0,Right,1,3,2
218932,M. Al Dmeiri,Mohammad Al Dmeiri,26,30/08/1987,182,73,Jordan,Al Ittihad,55,59,0,0,Left,1,3,2
221243,H. Solís,Henry Fabián Solís,23,11/08/1990,180,70,Colombia,Atlético Huila,55,59,0,0,Right,1,2,2
223288,R. Boujedra,Rafik Boujedra,20,27/07/1993,177,68,France,GFC Ajaccio,55,59,0,0,Right,1,3,2
223678,D. Slamar,Dennis Slamar,19,08/09/1994,190,87,Germany,Eintracht Braunschweig,55,59,0,0,Left,1,4,2
223880,P. Lemonnier,Pierre Lemonnier,20,06/07/1993,184,81,France,Dijon FCO,55,59,0,0,Right,1,3,2
224068,H. Konaté,Yored Hillel Konaté,19,28/12/1994,182,77,Ivory Coast,FC Sochaux-Montbéliard,55,59,0,0,Right,1,2,1
224350,A. Kasparian,Anthony Kasparian,21,24/04/1993,180,76,France,Nîmes Olympique,55,59,0,0,Right,1,2,1
224723,M. Taşdemir,Muhammed Burak Taşdemir,21,23/04/1993,178,70,Turkey,Akhisar Belediyespor,55,59,0,0,Left,1,3,3
224828,L. Souchaud,Louis Souchaud,18,10/09/1995,182,71,France,La Berrichonne de Châteauroux,55,59,0,0,Right,1,2,1
225086,P. Obinna,Polycarp Obinna,26,07/01/1988,185,78,Nigeria,Najran SC,55,59,0,0,Right,1,3,3
225171,E. Omam Biyik,Emilio Omam Biyik,19,12/03/1995,175,69,France,La Berrichonne de Châteauroux,55,59,0,0,Right,1,2,2
225173,B. Landini,Brian Landini,19,01/01/1995,180,87,France,Le Havre AC,55,59,0,0,Right,1,3,2
151135,J. Smith,Jonathan Smith,27,17/10/1986,183,80,England,Luton Town,55,58,0,0,Right,1,3,2
186384,K. Moore,Karl Moore,25,19/11/1988,171,68,Republic of Ireland,Bohemian FC,55,58,0,0,Left,1,3,3
203491,A. O'Brien,Aiden O'Brien,20,04/10/1993,183,72,Republic of Ireland,Millwall,55,58,0,0,Right,1,3,2
206327,I. Turner,Ian Turner,25,19/04/1989,182,81,Republic of Ireland,Limerick FC,55,58,0,0,Right,1,4,3
209188,J. Al Zoaed,Jehad Al Zoaed,25,11/01/1989,176,67,Saudi Arabia,Al Khaleej,55,58,0,0,Left,1,3,2
209423,M. Michel,Mathieu Michel,22,04/09/1991,188,82,France,Nîmes Olympique,55,58,0,0,Right,1,2,1
211964,S. Milosavljevic,Stephan Milosavljevic,20,22/09/1993,185,80,France,Le Havre AC,55,58,0,0,Right,1,3,1
212043,S. Tamihi,Sultan Tamihi,27,01/10/1986,185,61,Saudi Arabia,Al Shoulla,55,58,0,0,Right,1,2,2
216582,D. Maderner,Daniel Maderner,18,12/10/1995,190,82,Austria,SC Wiener Neustadt,55,58,0,0,Right,1,3,2
221246,D. Gómez,Diego Steven Gómez Maldonado,25,21/10/1988,172,60,Colombia,Fortaleza CEIF,55,58,0,0,Right,1,2,3
221596,J. Viveros,Jefferson Andrés Viveros Mina,25,21/12/1988,179,82,Colombia,Uniautónoma FC,55,58,0,0,Right,1,3,2
222126,M. Lisch,Michael  Lisch,23,30/08/1990,193,79,United States,Houston Dynamo,55,58,0,0,Right,1,1,1
224351,K. Renaut,Kévin Renaut,23,28/04/1991,185,74,France,Nîmes Olympique,55,58,0,0,Right,1,2,3
224886,M. Bjørsvik,Max Jakob Bjørsvik,25,07/06/1989,185,83,Norway,Vålerenga Fotball,55,58,0,0,Right,1,3,2
224970,J. Dompé,Mamadou Jean-Luc Diarra Dompé,18,12/08/1995,179,75,France,Valenciennes FC,55,58,0,0,Right,1,2,3
225178,A. Dupré,Anthony Dupré,19,02/12/1994,192,84,France,Valenciennes FC,55,58,0,0,Right,1,2,1
225230,G. Crocifisso,Gioele Crocifisso,25,05/05/1989,176,62,Italy,Vicenza,55,58,0,0,Right,1,3,2
172549,A. Randrup,Anders Degn Randrup,25,16/07/1988,180,75,Denmark,FC Vestsjælland,55,57,0,0,Right,1,2,2
192430,G. Donnelly,George Donnelly,26,28/05/1988,175,84,England,Tranmere Rovers,55,57,0,0,Right,1,2,2
194101,T. Audel,Thierry Gerard Audel,27,15/01/1987,187,79,France,Crewe Alexandra,55,57,0,0,Right,1,2,2
223928,M. Schlie,Mathias Schlie,26,31/01/1988,178,70,Denmark,Hobro IK,55,57,0,0,Right,1,3,2
224002,N. Mousa,Naif Mousa,27,21/11/1986,165,65,Saudi Arabia,Al Taawoun,55,57,0,0,Left,1,3,2
186774,M. Beck Andersen,Morten Beck Andersen,26,02/01/1988,191,89,Denmark,Silkeborg IF,55,56,0,0,Right,1,2,3
204155,M. Brunner,Maurice Brunner,23,29/01/1991,179,72,Switzerland,FC Zürich,55,56,0,0,Left,1,3,2
209231,M. Al Yami,Mohsen Al Najrani Al Yami,26,24/08/1987,178,74,Saudi Arabia,Najran SC,55,56,0,0,Left,1,3,2
210952,C. Jones,Craig Jones,27,20/03/1987,170,70,Wales,Bury,55,56,0,0,Right,1,4,2
8831,L. Baxter,Lee Baxter,38,17/06/1976,187,87,Scotland,AIK,55,55,0,0,Right,1,3,1
18756,M. Gill,Matthew Gill,33,08/11/1980,180,75,England,Tranmere Rovers,55,55,0,0,Right,1,3,2
23467,J. McGuire,Jamie McGuire,30,13/11/1983,175,80,England,Mansfield Town,55,55,0,0,Right,1,3,2
100557,B. Barry-Murphy,Brian Barry-Murphy,35,27/07/1978,185,78,Republic of Ireland,Rochdale,55,55,0,0,Left,1,3,2
122269,L. Beevers,Lee Beevers,30,04/12/1983,186,88,Wales,Mansfield Town,55,55,0,0,Right,1,3,2
139350,R. Williams,Robbie Williams,29,02/10/1984,178,71,England,Limerick FC,55,55,0,0,Left,1,3,2
142291,S. Drummond,Stewart Drummond,38,11/12/1975,188,80,England,Morecambe,55,55,0,0,Right,1,3,2
143108,A. González,Agustín González Tapia,31,10/01/1983,172,72,Argentina,Unión La Calera,55,55,0,0,Left,1,4,2
149668,N. Horgan,Neal Horgan,34,29/11/1979,176,77,Republic of Ireland,Cork City,55,55,0,0,Right,1,4,2
149782,J. Byrne,Jason Byrne,36,23/02/1978,183,75,Republic of Ireland,Bohemian FC,55,55,0,0,Right,1,4,2
149824,D. Mulcahy,David Mulcahy,36,28/01/1978,182,83,Republic of Ireland,Bohemian FC,55,55,0,0,Right,1,3,2
149827,G. O'Neill,Gary O'Neill,32,30/01/1982,176,77,Republic of Ireland,Drogheda United,55,55,0,0,Right,1,3,2
151133,A. Procter,Andrew Procter,31,13/06/1983,188,78,England,Accrington Stanley,55,55,0,0,Right,1,3,2
157397,A. Murphy,Anthony Murphy,31,01/08/1982,178,75,Republic of Ireland,Bohemian FC,55,55,0,0,Right,1,3,2
161437,M. Semakin,Maksim Semakin,30,26/10/1983,179,77,Russia,FC Ufa,55,55,0,0,Right,1,3,2
161913,D. Zjawiński,Dariusz Zjawiński,27,19/08/1986,185,73,Poland,Cracovia,55,55,0,0,Right,1,4,3
163365,D. Cassidy,David Cassidy,29,23/05/1985,167,66,Republic of Ireland,Bray Wanderers,55,55,0,0,Right,1,3,2
169190,J. Bittner,James Bittner,32,02/02/1982,180,70,England,Plymouth Argyle,55,55,0,0,Right,1,2,1
170661,D. Russo,Daniele Russo,28,03/11/1985,193,84,Switzerland,FC St. Gallen,55,55,0,0,Right,1,3,2
178138,M. Ibenfeldt,Mads Ibenfeldt,29,26/01/1985,194,87,Denmark,Southend United,55,55,0,0,Right,1,2,2
179901,L. Davids,Lorenzo Davids,27,04/09/1986,180,77,Suriname,Randers FC,55,55,0,0,Left,1,3,2
180382,A. Price,Aidan Price,32,08/12/1981,193,80,Republic of Ireland,Bohemian FC,55,55,0,0,Left,1,3,2
182255,C. Ríos,César Ríos,30,01/12/1983,189,83,Mexico,Club León,55,55,0,0,Right,1,2,1
182895,P. Oziębała,Przemysław Oziębała,27,24/08/1986,180,76,Poland,Górnik Zabrze,55,55,0,0,Right,1,3,3
191492,W. Al Rajaa,Waleed Handi Al Raja,32,04/11/1981,173,70,Saudi Arabia,Al Khaleej,55,55,0,0,Left,1,3,2
191939,Kim Dae Ho,김대호 Dae Ho Kim,28,15/04/1986,185,84,Korea Republic,Jeonnam Dragons,55,55,0,0,Right,1,2,1
207643,R. Rydén,Rasmus Rydén,31,23/03/1983,187,89,Sweden,Falkenbergs FF,55,55,0,0,Right,1,2,1
208481,K. Singh,Karanjit Singh,28,08/01/1986,182,86,India,India,55,55,0,0,Right,1,2,1
209221,S. Dowes,Saleh Dowes,32,24/04/1982,158,56,Saudi Arabia,Najran SC,55,55,0,0,Right,1,4,2
209284,A. Al Ghamdi,Abdulrahman Al Ghamdi,29,24/02/1985,177,68,Saudi Arabia,Al Shoulla,55,55,0,0,Right,1,2,1
210167,S. Al Dhahri,Sultan Al Dhahri,37,24/04/1977,191,81,Saudi Arabia,Al Faisaly,55,55,0,0,Right,1,3,1
210512,M. Al Shahrani,Mohammed Al Shahrani,32,25/05/1982,177,65,Saudi Arabia,Hajer,55,55,0,0,Right,1,3,2
210542,F. Al Jamaan,Faisal Al Jamaan,28,05/02/1986,178,70,Saudi Arabia,Al Fateh,55,55,0,0,Right,1,3,2
211149,F. Al Margab,Faisal Al Margab,30,01/04/1984,173,69,Saudi Arabia,Al Taawoun,55,55,0,0,Right,1,3,1
211415,M. Rhead,Matthew Rhead,30,31/05/1984,191,106,England,Mansfield Town,55,55,0,0,Right,1,2,2
221442,L. Bergström,Ludwig Bergström,30,22/08/1983,193,95,Sweden,Örebro SK,55,55,0,0,Right,1,2,1
223407,M. Freej,Moslem Freej,28,01/06/1986,188,80,Saudi Arabia,Al Khaleej,55,55,0,0,Left,1,3,1
223583,N. Kozačuks,Nikolajs Kozačuks,28,07/08/1985,182,68,Latvia,Górnik Łęczna,55,55,0,0,Right,1,2,2
223591,S. Prusak,Sergiusz Prusak,35,01/05/1979,193,93,Poland,Górnik Łęczna,55,55,0,0,Right,1,2,1
225225,D. Palatto,Dario Palatto,29,07/09/1984,198,91,Italy,Vicenza,55,55,0,0,Right,1,2,1
221562,M. Mbaye,Maodo Malick M'Baye,18,06/11/1995,185,75,Senegal,Carpi,54,78,0,0,Right,1,2,2
212620,D. Degirolamo,Diego Degirolamo,18,05/10/1995,175,64,England,Sheffield United,54,75,0,0,Left,1,3,3
224982,A. Palumbo,Antonio Palumbo,17,06/08/1996,180,70,Italy,Ternana,54,75,0,0,Right,1,3,2
225033,N. Senzemba,Nicolas Senzemba,18,25/03/1996,178,66,France,FC Sochaux-Montbéliard,54,75,0,0,Left,1,3,2
225439,R. Mandragora,Rolando Mandragora,17,29/06/1997,183,76,Italy,Genoa,54,75,0,0,Left,1,2,2
225273,M. Døhr Thychosen,Mads Døhr Thychosen,17,27/06/1997,178,65,Denmark,FC Midtjylland,54,74,0,0,Right,1,4,2
212099,S. Tronstad,Sondre Tronstad,18,26/08/1995,168,57,Norway,Huddersfield Town,54,73,0,0,Right,1,4,2
220964,M. Konradsen,Morten Ågnes Konradsen,18,03/05/1996,176,72,Norway,FK Bodø/Glimt,54,73,0,0,Right,1,3,2
224204,S. Kroll,Steve Kroll,17,07/05/1997,189,87,Germany,1. FC Union Berlin,54,73,0,0,Right,1,3,1
212242,R. Andrich,Robert Andrich,19,22/09/1994,185,81,Germany,Hertha BSC,54,71,0,0,Right,1,4,2
220663,M. Kallesøe,Mikkel Kallesøe,17,20/04/1997,193,80,Denmark,Randers FC,54,71,0,0,Right,1,3,2
225338,M. Do Couto Teixeira,Maxime Do Couto Teixeira,17,13/12/1996,170,60,France,Tours FC,54,71,0,0,Right,1,2,2
211594,G. Leigh,Gregory Leigh,19,30/09/1994,181,73,England,Crewe Alexandra,54,70,0,0,Left,1,2,2
212118,M. Grimes,Matthew Grimes,18,15/07/1995,178,70,England,Exeter City,54,70,0,0,Left,1,4,2
213994,N. Belloni,Niccoló Belloni,19,10/07/1994,176,68,Italy,FC Pro Vercelli 1892,54,70,0,0,Left,1,2,3
216481,J. Cooper,Jake Cooper,19,03/02/1995,193,85,England,Reading,54,70,0,0,Left,1,3,2
220484,A. Atzori,Alberto Atzori,19,10/02/1995,180,75,Italy,Cagliari,54,70,0,0,Right,1,2,2
220493,A. Barreca,Antonio Barreca,19,16/03/1995,184,79,Italy,Cittadella,54,70,0,0,Left,1,2,2
221938,J. Lindseth,Jonathan Lindseth,18,25/02/1996,182,71,Norway,Odds BK,54,70,0,0,Right,1,4,3
224095,N. Mbemba,Nolan Mbemba,19,19/02/1995,181,72,France,Royal Excel Mouscron,54,70,0,0,Right,1,3,3
224718,T. Antalyalı,Taylan Antalyalı,19,08/01/1995,180,71,Turkey,Gençlerbirliği SK,54,70,0,0,Right,1,2,2
225399,K. Spence,Kyle Spence,17,14/01/1997,165,71,Scotland,Coventry City,54,70,0,0,Left,1,3,2
212415,S. Castano,Santiago Castano,19,14/04/1995,188,83,United States,New York Red Bulls,54,69,0,0,Right,1,2,1
213547,J. Batten,Jack Batten,18,22/12/1995,191,85,England,Bristol City,54,69,0,0,Right,1,3,2
219956,P. Ceccaroni,Pietro Ceccaroni,18,21/12/1995,187,73,Italy,Spezia,54,69,0,0,Left,1,3,2
225182,J. Barrera,Jarlan Barrera,18,16/09/1995,172,68,Colombia,Junior FC,54,69,0,0,Left,1,3,3
204231,T. Musonda,Tika Kafusha Musonda,20,18/01/1994,185,79,Belgium,Chelsea,54,68,0,0,Right,1,3,2
206441,J. Carmichael,Josh Carmichael,19,27/09/1994,183,71,Scotland,Bournemouth,54,68,0,0,Right,1,2,2
209201,S. Fenelon,Shamir Fenelon,19,03/08/1994,186,80,England,Rochdale,54,68,0,0,Right,1,2,2
210717,J. Dehn,Jacob Dehn,18,04/08/1995,187,84,Denmark,Randers FC,54,68,0,0,Right,1,3,2
211324,S. Padovan,Stefano Padovan,20,16/04/1994,182,74,Italy,Crotone,54,68,0,0,Left,1,2,3
212254,A. Van den Eynde,Arne Van den Eynde,18,25/07/1995,178,67,Belgium,Waasland-Beveren,54,68,0,0,Right,1,3,2
213201,D. Rowe,Daniel Rowe,18,24/10/1995,188,80,England,Wycombe Wanderers,54,68,0,0,Right,1,3,2
216563,C. Martin,Collin Martin,19,09/11/1994,180,68,United States,DC United,54,68,0,0,Right,1,3,3
219560,G. Stamatakis,Giannis Stamatakis,20,26/06/1994,175,66,Greece,Panathinaikos FC,54,68,0,0,Right,1,3,2
